"Month","Year","Week_day","Type_day","Casualties","Num_vehicles","Lanes","Road_width","Lane_width","Hard_shoulder","Paved_hard_shoulder","Security_barriers","Aditional_panels","Edge_landmarks","Reflectors","Surface","Luminosity","Atmosferic_factors","Limited_visibility","Danger_signs","Crash_type","Traffic","Conc_distraction","Conc_alcohol_durgs","Conc_speed","Conc_tyred_sleepy_ill","Conc_weather"
"May",2006,2,"Work_day",3,3,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","Y","Y","Y","Dry","Daylight","Clear","Y","Yes","Collision","Light","N","N","N","N","N"
"May",2006,4,"Work_day",2,2,2,"Less_6m","325m_to_375m","None","N","N","N","N","N","Dry","Daylight","Clear","N","Yes","Collision","Light","Y","N","N","N","N"
"May",2006,4,"Work_day",4,2,2,"More_7m","More_375m","None","Y","N","N","Y","Y","Dry","Daylight","Clear","Y","No","Collision","Light","N","N","N","N","N"
"May",2006,5,"Work_day",2,2,2,"6m_to_7m","Less_325m","None","N","N","Y","N","N","Dry","Daylight","Clear","Y","No","Collision","Light","N","N","N","N","N"
"May",2006,5,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","None","N","Y","N","N","N","Wet","Artificial_enough","Light_rain","Y","Yes","Collision","Light","Y","N","N","N","N"
"May",2006,7,"Holiday",3,2,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Dry","Daylight","Clear","Y","No","Collision","Heavy","Y","N","N","N","N"
"May",2006,1,"Post_holiday",2,2,2,"6m_to_7m","325m_to_375m","None","N","Y","Y","Y","Y","Dry","Daylight","Clear","Y","Not_needed","Collision","Light","Y","N","N","N","N"
"May",2006,1,"Post_holiday",4,2,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Dry","Daylight","Clear","Y","No","Collision","Light","Y","N","N","N","N"
"May",2006,3,"Work_day",2,2,2,"More_7m","325m_to_375m","150m_to_250m","Y","Y","Y","Y","Y","Dry","Daylight","Clear","Y","No","Collision","Light","N","N","Y","N","N"
"May",2006,4,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","None","Y","N","Y","Y","N","Wet","Daylight","Clear","Y","Yes","Collision","Light","N","N","Y","N","N"
"May",2006,4,"Work_day",1,1,3,"More_7m","325m_to_375m","None","N","Y","Y","Y","Y","Wet","Daylight","Light_rain","Y","Yes","Other","Light","N","N","N","Y","Y"
"May",2006,5,"Work_day",3,3,2,"6m_to_7m","325m_to_375m","None","Y","N","N","Y","Y","Dry","Daylight","Clear","N","Yes","Collision","Light","N","N","N","N","N"
"May",2006,6,"Pre_holiday",2,2,2,"6m_to_7m","Less_325m","None","N","Y","N","N","Y","Dry","Daylight","Clear","Y","No","Collision","Light","N","N","Y","N","N"
"May",2006,1,"Post_holiday",1,1,2,"6m_to_7m","325m_to_375m","None","Y","N","N","N","N","Wet","Daylight","Light_rain","Y","Yes","Off_the_road","Light","Y","N","N","N","Y"
"May",2006,1,"Post_holiday",1,1,3,"More_7m","325m_to_375m","None","N","N","N","N","N","Dry","Daylight","Clear","Y","Not_needed","Collision","Light","N","N","N","N","N"
"May",2006,2,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","150m_to_250m","Y","N","N","Y","Y","Wet","Daylight","Light_rain","N","Yes","Collision","Heavy","Y","N","N","N","Y"
"May",2006,3,"Work_day",3,2,3,"More_7m","325m_to_375m","None","N","Y","Y","Y","Y","Dry","Daylight","Clear","Y","Yes","Collision","Light","Y","N","N","N","N"
"May",2006,6,"Pre_holiday",1,1,3,"More_7m","325m_to_375m","None","N","Y","Y","Y","Y","Wet","Daylight","Light_rain","Y","Yes","Off_the_road","Light","N","Y","N","N","N"
"May",2006,6,"Pre_holiday",3,2,2,"More_7m","325m_to_375m","None","N","N","N","N","N","Dry","Dusk","Clear","Y","No","Collision","Light","N","N","N","N","N"
"May",2006,1,"Post_holiday",2,2,2,"More_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Wet","Daylight","Light_rain","Y","No","Other","Light","N","N","N","N","N"
"May",2006,1,"Post_holiday",2,2,2,"6m_to_7m","325m_to_375m","None","Y","N","Y","N","N","Wet","Daylight","Clear","Y","No","Collision","Light","Y","N","N","N","N"
"May",2006,1,"Post_holiday",1,1,2,"6m_to_7m","325m_to_375m","150m_to_250m","Y","Y","Y","Y","Y","Wet","Artificial_not_enough","Light_rain","Y","No","Off_the_road","Light","N","N","N","N","Y"
"Jun",2006,5,"Work_day",3,3,2,"More_7m","325m_to_375m","None","Y","N","N","N","N","Dry","Dusk","Clear","Y","Yes","Collision","Light","Y","N","Y","N","N"
"Jun",2006,5,"Work_day",4,2,2,"More_7m","More_375m","None","Y","N","N","N","N","Dry","Dusk","Clear","Y","Yes","Collision","Light","N","N","N","N","N"
"Jun",2006,5,"Work_day",1,1,3,"More_7m","Less_325m","None","N","Y","Y","Y","Y","Dry","No_light","Clear","Y","Yes","Other","Light","N","N","N","N","N"
"Jun",2006,5,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","N","N","N","Dry","Daylight","Clear","Y","Yes","Collision","Light","Y","N","N","N","N"
"Jun",2006,5,"Work_day",3,2,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Dry","Daylight","Clear","Y","Yes","Collision","Light","Y","N","N","N","N"
"Jun",2006,5,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Dry","Daylight","Clear","N","Yes","Collision","Heavy","Y","N","N","N","N"
"Jun",2006,6,"Pre_holiday",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Oil","Daylight","Clear","Y","Yes","Other","Light","N","N","N","Y","N"
"Jun",2006,7,"Holiday",5,2,2,"6m_to_7m","325m_to_375m","None","N","N","N","Y","Y","Dry","Daylight","Clear","N","Yes","Collision","Light","Y","N","N","N","N"
"Jun",2006,7,"Holiday",1,1,3,"More_7m","325m_to_375m","None","N","N","N","Y","Y","Dry","Dusk","Clear","Y","Not_needed","Other","Light","N","N","N","N","N"
"Jun",2006,7,"Holiday",2,2,2,"More_7m","325m_to_375m","Less_150m","Y","Y","N","N","N","Dry","Daylight","Clear","Y","Not_needed","Collision","Light","N","N","N","N","N"
"Jun",2006,7,"Holiday",2,2,2,"More_7m","325m_to_375m","None","N","Y","N","N","N","Dry","Daylight","Clear","Y","Not_needed","Other","Light","Y","N","N","N","N"
"Jun",2006,2,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","None","N","Y","N","Y","N","Dry","Daylight","Clear","Y","No","Rollover","Light","N","N","N","N","N"
"Jun",2006,2,"Work_day",3,2,2,"6m_to_7m","Less_325m","None","Y","N","N","N","N","Dry","Daylight","Clear","Y","No","Collision","Light","Y","N","N","N","N"
"Jun",2006,2,"Work_day",3,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","Y","Y","Y","Dry","Daylight","Clear","Y","Not_needed","Collision","Light","Y","N","N","N","N"
"Jun",2006,3,"Work_day",3,2,2,"More_7m","325m_to_375m","None","N","N","N","N","N","Dry","Daylight","Clear","Y","No","Other","Light","Y","N","N","N","N"
"Jun",2006,6,"Pre_holiday",2,2,2,"6m_to_7m","325m_to_375m","None","N","Y","N","N","Y","Dry","Daylight","Clear","Y","Yes","Other","Light","Y","N","N","N","N"
"Jun",2006,2,"Work_day",2,1,2,"More_7m","325m_to_375m","None","Y","N","N","N","N","Dry","Daylight","Clear","Y","No","Other","Light","Y","N","N","N","N"
"Jun",2006,3,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","None","Y","N","N","Y","Y","Dry","Daylight","Clear","Y","Not_needed","Off_the_road","Light","N","Y","N","N","N"
"Jun",2006,3,"Work_day",4,3,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Dry","Daylight","Clear","Y","Not_needed","Collision","Light","Y","N","N","N","N"
"Jun",2006,3,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Other","Daylight","Clear","Y","Yes","Other","Light","N","N","N","Y","N"
"Jun",2006,5,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","None","Y","N","Y","Y","Y","Wet","Daylight","Light_rain","Y","Yes","Other","Light","N","N","N","N","N"
"Jun",2006,5,"Work_day",4,4,2,"6m_to_7m","325m_to_375m","None","N","Y","N","Y","N","Wet","Daylight","Clear","N","Not_needed","Collision","Light","N","N","Y","N","N"
"Jun",2006,5,"Work_day",4,2,2,"More_7m","325m_to_375m","150m_to_250m","Y","N","N","N","N","Wet","Daylight","Heavy_rain","N","Yes","Collision","Heavy","Y","N","N","N","Y"
"Jun",2006,5,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","None","Y","Y","Y","Y","Y","Wet","Daylight","Heavy_rain","N","No","Other","Light","N","N","N","Y","N"
"Jun",2006,5,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","None","Y","Y","Y","Y","Y","Wet","Daylight","Light_rain","Y","Yes","Collision","Light","N","N","Y","Y","N"
"Jun",2006,6,"Pre_holiday",5,3,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","Y","N","N","Dry","Daylight","Clear","Y","Not_needed","Other","Heavy","Y","N","N","N","N"
"Jun",2006,6,"Pre_holiday",4,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","N","Y","Y","Dry","Daylight","Clear","Y","No","Collision","Light","N","N","N","N","N"
"Jun",2006,7,"Holiday",4,3,2,"6m_to_7m","325m_to_375m","None","N","N","N","Y","Y","Dry","Daylight","Clear","Y","No","Collision","Heavy","Y","N","N","N","N"
"Jun",2006,7,"Holiday",4,2,1,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Dry","Daylight","Clear","Y","Not_needed","Other","Light","Y","N","N","N","N"
"Jun",2006,2,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Wet","Daylight","Light_rain","Y","Yes","Off_the_road","Light","N","N","N","Y","N"
"Jun",2006,2,"Work_day",2,2,2,"More_7m","More_375m","Less_150m","Y","Y","N","Y","N","Wet","Daylight","Light_rain","N","No","Collision","Light","N","N","N","N","N"
"Jun",2006,2,"Work_day",2,4,2,"More_7m","325m_to_375m","More_250m","Y","Y","N","Y","Y","Dry","Daylight","Clear","Y","Not_needed","Collision","Light","N","N","N","N","N"
"Jun",2006,4,"Work_day",1,1,2,"More_7m","325m_to_375m","Less_150m","Y","Y","Y","N","N","Wet","Daylight","Light_rain","Y","Yes","Off_the_road","Light","Y","N","N","N","Y"
"Jun",2006,4,"Work_day",1,1,2,"6m_to_7m","Less_325m","None","N","N","Y","N","N","Dry","Daylight","Clear","Y","No","Off_the_road","Light","Y","N","N","N","N"
"Jun",2006,4,"Work_day",1,1,3,"More_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Dry","No_light","Clear","Y","Yes","Off_the_road","Light","N","Y","N","N","N"
"Jun",2006,5,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Dry","Daylight","Clear","Y","Yes","Other","Light","N","N","Y","N","N"
"Jun",2006,5,"Work_day",4,4,2,"6m_to_7m","325m_to_375m","None","Y","N","N","N","N","Dry","Daylight","Clear","Y","Not_needed","Collision","Jam","Y","N","N","N","N"
"Jun",2006,5,"Work_day",2,2,3,"More_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Dry","Daylight","Clear","Y","No","Collision","Light","Y","N","N","N","N"
"Jun",2006,6,"Pre_holiday",4,2,2,"6m_to_7m","325m_to_375m","None","Y","N","N","N","N","Wet","Daylight","Light_rain","Y","Yes","Collision","Light","Y","N","N","N","Y"
"Jun",2006,6,"Pre_holiday",1,1,2,"6m_to_7m","325m_to_375m","None","N","N","N","Y","Y","Wet","Daylight","Light_rain","Y","Yes","Other","Light","N","N","Y","N","N"
"Jun",2006,6,"Pre_holiday",1,1,2,"6m_to_7m","325m_to_375m","None","Y","N","Y","Y","N","Dry","Daylight","Clear","Y","Yes","Rollover","Light","Y","N","Y","N","N"
"Jun",2006,6,"Pre_holiday",1,1,2,"6m_to_7m","325m_to_375m","None","N","N","Y","N","N","Wet","Dusk","Light_rain","Y","Yes","Other","Light","N","N","N","N","N"
"Jun",2006,7,"Holiday",3,2,3,"More_7m","325m_to_375m","150m_to_250m","Y","N","N","N","N","Wet","Artificial_enough","Heavy_rain","N","Yes","Collision","Light","Y","N","N","N","Y"
"Jun",2006,1,"Post_holiday",1,1,2,"6m_to_7m","325m_to_375m","None","Y","N","N","Y","Y","Wet","Daylight","Light_rain","N","No","Other","Light","N","N","Y","N","Y"
"Jun",2006,2,"Work_day",1,1,2,"More_7m","325m_to_375m","Less_150m","Y","Y","Y","Y","Y","Wet","Daylight","Light_rain","N","Yes","Off_the_road","Light","N","N","N","Y","Y"
"Jun",2006,3,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","None","N","Y","N","Y","Y","Dry","Daylight","Clear","Y","Yes","Other","Light","Y","N","N","N","N"
"Jun",2006,5,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Dry","No_light","Clear","N","No","Collision","Light","N","N","N","N","N"
"Jun",2006,5,"Work_day",3,3,2,"More_7m","325m_to_375m","150m_to_250m","Y","N","Y","Y","Y","Dry","Daylight","Clear","Y","Yes","Collision","Light","Y","N","N","N","N"
"Jul",2006,3,"Work_day",3,2,2,"6m_to_7m","Less_325m","150m_to_250m","Y","Y","N","N","Y","Dry","Daylight","Clear","Y","No","Collision","Light","Y","N","N","N","N"
"Jul",2006,5,"Work_day",2,2,2,"More_7m","325m_to_375m","Less_150m","Y","Y","Y","Y","N","Dry","Daylight","Clear","Y","Yes","Collision","Light","N","N","N","N","N"
"Jul",2006,5,"Work_day",2,1,2,"6m_to_7m","325m_to_375m","None","N","Y","N","Y","Y","Wet","Daylight","Clear","Y","Yes","Off_the_road","Light","Y","N","N","N","N"
"Jul",2006,5,"Work_day",3,2,2,"6m_to_7m","Less_325m","Less_150m","Y","N","N","Y","Y","Dry","Daylight","Clear","Y","No","Collision","Light","N","N","N","N","N"
"Jul",2006,7,"Holiday",1,1,2,"6m_to_7m","Less_325m","Less_150m","N","Y","N","N","Y","Dry","Artificial_enough","Clear","Y","Yes","Collision","Light","N","N","N","N","N"
"Jul",2006,1,"Post_holiday",3,2,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Dry","Daylight","Clear","Y","Yes","Collision","Light","Y","N","Y","N","N"
"Jul",2006,2,"Work_day",4,4,2,"More_7m","325m_to_375m","Less_150m","Y","N","N","Y","N","Wet","Daylight","Light_rain","Y","Not_needed","Collision","Heavy","Y","N","N","N","N"
"Jul",2006,2,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","None","N","Y","N","Y","N","Wet","Daylight","Light_rain","N","No","Collision","Light","N","N","N","Y","Y"
"Jul",2006,2,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","None","Y","Y","Y","Y","Y","Wet","Daylight","Light_rain","Y","Not_needed","Off_the_road","Light","N","N","N","N","Y"
"Jul",2006,3,"Work_day",2,2,2,"More_7m","More_375m","None","N","N","N","N","N","Dry","Daylight","Clear","Y","No","Collision","Light","Y","N","N","N","N"
"Jul",2006,3,"Work_day",1,1,2,"More_7m","325m_to_375m","Less_150m","Y","Y","N","Y","N","Dry","Daylight","Clear","Y","Not_needed","Other","Light","N","N","N","N","N"
"Jul",2006,4,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","None","N","Y","N","N","N","Dry","Daylight","Clear","Y","Not_needed","Collision","Light","Y","N","N","N","N"
"Jul",2006,5,"Work_day",5,4,2,"More_7m","325m_to_375m","150m_to_250m","Y","N","N","N","N","Dry","Dusk","Clear","Y","No","Other","Light","N","N","Y","N","N"
"Jul",2006,7,"Holiday",2,2,2,"6m_to_7m","Less_325m","150m_to_250m","Y","Y","N","N","Y","Dry","Daylight","Clear","Y","No","Collision","Heavy","N","N","N","N","N"
"Jul",2006,7,"Holiday",1,1,3,"More_7m","325m_to_375m","None","N","Y","N","Y","Y","Dry","No_light","Clear","Y","Yes","Collision","Light","N","N","N","N","N"
"Jul",2006,7,"Holiday",1,1,2,"6m_to_7m","325m_to_375m","None","Y","N","N","N","N","Dry","Daylight","Clear","Y","Yes","Collision","Light","N","N","N","N","N"
"Jul",2006,1,"Post_holiday",2,2,2,"6m_to_7m","Less_325m","None","Y","N","N","N","N","Dry","Daylight","Clear","Y","Yes","Collision","Light","Y","N","N","N","N"
"Jul",2006,2,"Work_day",4,2,2,"More_7m","325m_to_375m","Less_150m","Y","Y","N","N","Y","Dry","Daylight","Clear","Y","Yes","Collision","Light","Y","N","N","N","N"
"Jul",2006,3,"Work_day",1,1,2,"More_7m","325m_to_375m","None","N","Y","N","Y","Y","Dry","No_light","Clear","Y","Yes","Collision","Light","N","N","N","Y","N"
"Jul",2006,3,"Work_day",1,1,2,"More_7m","More_375m","Less_150m","Y","Y","N","Y","Y","Dry","No_light","Clear","N","Not_needed","Collision","Light","N","N","N","Y","N"
"Jul",2006,5,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","Y","Y","Y","Dry","Daylight","Clear","N","Yes","Collision","Light","N","N","Y","N","N"
"Jul",2006,7,"Holiday",4,2,2,"More_7m","325m_to_375m","Less_150m","Y","Y","Y","N","N","Dry","Daylight","Clear","Y","Yes","Collision","Light","Y","N","N","N","N"
"Jul",2006,1,"Pre_holiday",2,2,2,"6m_to_7m","325m_to_375m","None","N","Y","Y","Y","Y","Dry","Daylight","Clear","Y","Not_needed","Collision","Light","N","N","N","N","N"
"Jul",2006,3,"Post_holiday",1,1,2,"6m_to_7m","Less_325m","Less_150m","Y","N","N","N","N","Wet","Daylight","Light_rain","Y","Not_needed","Collision","Light","N","N","N","N","Y"
"Jul",2006,3,"Post_holiday",1,1,2,"6m_to_7m","Less_325m","Less_150m","Y","N","N","N","N","Wet","Daylight","Light_rain","Y","Not_needed","Collision","Light","N","N","N","N","Y"
"Jul",2006,3,"Post_holiday",1,1,3,"More_7m","325m_to_375m","None","Y","Y","Y","Y","Y","Wet","Daylight","Light_rain","Y","Yes","Collision","Light","N","N","N","N","Y"
"Jul",2006,5,"Work_day",3,2,2,"6m_to_7m","Less_325m","None","N","Y","N","N","N","Wet","Daylight","Light_rain","N","Yes","Collision","Light","Y","N","N","N","N"
"Jul",2006,5,"Work_day",1,1,2,"More_7m","325m_to_375m","None","Y","Y","N","N","N","Wet","Daylight","Light_rain","Y","Yes","Collision","Light","N","N","N","N","N"
"Jul",2006,6,"Pre_holiday",3,2,2,"6m_to_7m","Less_325m","None","N","N","Y","N","N","Dry","Daylight","Clear","Y","No","Collision","Light","N","N","N","N","N"
"Jul",2006,6,"Pre_holiday",1,1,2,"Less_6m","Less_325m","None","Y","N","N","N","N","Dry","Artificial_enough","Clear","Y","Not_needed","Other","Light","N","Y","N","N","N"
"Jul",2006,6,"Pre_holiday",2,2,2,"More_7m","325m_to_375m","None","Y","Y","Y","Y","Y","Dry","Daylight","Clear","Y","Yes","Collision","Light","Y","N","N","N","N"
"Jul",2006,6,"Pre_holiday",1,1,1,"Less_6m","More_375m","None","N","Y","N","N","N","Dry","Daylight","Clear","Y","Not_needed","Other","Light","N","N","N","N","N"
"Jul",2006,7,"Holiday",2,1,2,"6m_to_7m","325m_to_375m","150m_to_250m","N","Y","Y","Y","N","Dry","Artificial_enough","Clear","Y","Yes","Other","Light","Y","N","N","N","N"
"Jul",2006,1,"Holiday",1,1,2,"6m_to_7m","325m_to_375m","None","N","Y","Y","Y","Y","Wet","Daylight","Clear","Y","Yes","Other","Light","N","N","Y","N","N"
"Aug",2006,2,"Post_holiday",2,2,2,"More_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Wet","Daylight","Light_rain","Y","Not_needed","Collision","Jam","Y","N","N","Y","N"
"Aug",2006,2,"Post_holiday",4,1,2,"6m_to_7m","325m_to_375m","None","N","Y","Y","Y","Y","Dry","Artificial_not_enough","Clear","Y","Yes","Collision","Light","N","N","Y","N","N"
"Aug",2006,2,"Post_holiday",10,4,3,"More_7m","325m_to_375m","Less_150m","Y","Y","N","N","N","Wet","Daylight","Light_rain","Y","Yes","Collision","Light","N","Y","Y","N","Y"
"Aug",2006,2,"Post_holiday",1,1,1,"6m_to_7m","325m_to_375m","None","N","Y","Y","N","Y","Wet","Daylight","Light_rain","N","No","Other","Light","N","N","N","N","N"
"Aug",2006,4,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","None","Y","Y","N","N","N","Wet","Daylight","Heavy_rain","N","Yes","Off_the_road","Light","N","N","N","N","Y"
"Aug",2006,7,"Holiday",2,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Dry","Daylight","Clear","N","Yes","Collision","Light","Y","N","N","N","N"
"Aug",2006,4,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","N","Y","Dry","Daylight","Clear","Y","No","Collision","Light","N","N","N","N","N"
"Aug",2006,6,"Pre_holiday",1,1,3,"More_7m","More_375m","None","N","Y","N","Y","N","Wet","Daylight","Light_rain","Y","Yes","Other","Light","N","N","Y","N","N"
"Aug",2006,7,"Holiday",5,2,2,"More_7m","325m_to_375m","Less_150m","Y","N","Y","Y","Y","Dry","Daylight","Clear","Y","No","Collision","Light","N","N","N","N","N"
"Aug",2006,7,"Holiday",2,2,2,"More_7m","325m_to_375m","None","N","Y","Y","Y","Y","Dry","Daylight","Clear","Y","Not_needed","Collision","Light","Y","N","N","N","N"
"Aug",2006,3,"Post_holiday",1,1,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Dry","Artificial_not_enough","Clear","Y","No","Other","Light","N","N","N","N","N"
"Aug",2006,5,"Work_day",2,1,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Dry","Daylight","Clear","Y","Yes","Other","Light","N","N","N","N","N"
"Aug",2006,6,"Pre_holiday",4,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Dry","Daylight","Clear","Y","No","Off_the_road","Light","Y","N","N","N","N"
"Aug",2006,7,"Holiday",2,2,2,"More_7m","325m_to_375m","None","N","N","N","Y","Y","Dry","Daylight","Clear","Y","Yes","Collision","Light","Y","N","N","N","N"
"Aug",2006,7,"Holiday",3,1,2,"6m_to_7m","325m_to_375m","None","N","Y","N","N","N","Dry","Daylight","Clear","Y","Yes","Off_the_road","Light","Y","N","N","N","N"
"Aug",2006,2,"Work_day",3,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","N","N","N","Dry","Daylight","Clear","Y","No","Collision","Light","Y","N","N","N","N"
"Aug",2006,4,"Work_day",2,3,2,"More_7m","325m_to_375m","Less_150m","Y","N","Y","Y","Y","Dry","Daylight","Clear","Y","Yes","Collision","Light","N","N","N","N","N"
"Aug",2006,5,"Work_day",1,1,2,"More_7m","325m_to_375m","None","N","N","N","N","N","Wet","Daylight","Light_rain","N","No","Off_the_road","Light","N","N","N","N","Y"
"Aug",2006,5,"Work_day",2,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Wet","Daylight","Light_fog","Y","No","Off_the_road","Light","N","N","N","N","N"
"Aug",2006,2,"Work_day",4,3,2,"More_7m","325m_to_375m","More_250m","Y","N","Y","Y","N","Dry","Daylight","Clear","Y","Not_needed","Collision","Light","N","N","Y","N","N"
"Aug",2006,3,"Work_day",1,1,2,"More_7m","325m_to_375m","None","Y","Y","Y","Y","Y","Dry","Daylight","Clear","Y","Yes","Other","Light","N","N","N","N","N"
"Aug",2006,4,"Work_day",2,2,2,"More_7m","More_375m","None","N","Y","N","Y","N","Dry","Daylight","Clear","Y","No","Collision","Light","Y","N","N","N","N"
"Aug",2006,4,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Dry","Artificial_enough","Clear","Y","Not_needed","Other","Light","Y","N","N","N","N"
"Aug",2006,4,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Dry","Daylight","Clear","N","No","Collision","Light","N","N","N","N","N"
"Aug",2006,4,"Work_day",2,1,2,"More_7m","325m_to_375m","Less_150m","Y","Y","N","Y","N","Dry","Daylight","Clear","Y","Not_needed","Ped_run_over","Light","Y","N","N","N","N"
"Sep",2006,6,"Pre_holiday",3,3,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Dry","Daylight","Clear","Y","Yes","Collision","Light","N","N","N","Y","N"
"Sep",2006,7,"Holiday",1,1,2,"More_7m","More_375m","None","N","Y","N","Y","N","Dry","Daylight","Clear","Y","Yes","Other","Heavy","N","N","N","N","N"
"Sep",2006,7,"Holiday",1,2,2,"6m_to_7m","325m_to_375m","None","Y","N","N","Y","Y","Dry","Daylight","Clear","N","Yes","Other","Light","N","N","N","N","N"
"Sep",2006,7,"Holiday",5,2,2,"More_7m","More_375m","None","N","N","N","Y","N","Dry","Daylight","Clear","Y","No","Other","Light","N","N","N","Y","N"
"Sep",2006,3,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","N","Y","N","Dry","No_light","Clear","Y","Yes","Collision","Light","N","N","N","N","N"
"Sep",2006,4,"Work_day",2,3,2,"More_7m","More_375m","More_250m","Y","Y","N","N","N","Wet","Daylight","Light_rain","Y","Yes","Collision","Light","N","N","Y","N","Y"
"Sep",2006,4,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","N","Y","Y","Dry","Daylight","Clear","Y","Yes","Other","Light","N","N","N","Y","N"
"Sep",2006,5,"Work_day",5,2,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Dry","Daylight","Clear","Y","Not_needed","Collision","Light","Y","N","N","N","N"
"Sep",2006,6,"Pre_holiday",2,2,2,"More_7m","325m_to_375m","Less_150m","N","N","N","Y","Y","Dry","Artificial_enough","Clear","Y","Yes","Collision","Light","N","Y","N","N","N"
"Sep",2006,7,"Holiday",1,1,2,"6m_to_7m","325m_to_375m","None","N","Y","Y","N","Y","Dry","Artificial_enough","Clear","Y","Yes","Off_the_road","Light","Y","Y","N","N","N"
"Sep",2006,1,"Post_holiday",2,2,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Dry","Daylight","Clear","N","No","Collision","Light","Y","N","N","N","N"
"Sep",2006,1,"Post_holiday",2,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","Y","Y","Y","Dry","Daylight","Clear","N","No","Collision","Light","Y","N","N","N","N"
"Sep",2006,2,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","Less_150m","N","N","N","N","N","Wet","Dusk","Light_rain","Y","No","Collision","Light","Y","N","N","Y","N"
"Sep",2006,5,"Work_day",3,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","Y","Y","Y","Wet","Daylight","Heavy_rain","N","No","Collision","Light","Y","N","N","N","N"
"Sep",2006,5,"Work_day",1,1,1,"Less_6m","325m_to_375m","Less_150m","Y","Y","N","Y","Y","Wet","No_light","Light_rain","N","Yes","Off_the_road","Light","N","N","Y","Y","Y"
"Sep",2006,6,"Pre_holiday",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","Y","Y","N","Wet","Daylight","Light_rain","Y","Yes","Other","Light","N","N","N","Y","N"
"Sep",2006,6,"Pre_holiday",2,1,2,"6m_to_7m","325m_to_375m","Less_150m","N","N","Y","Y","Y","Wet","Daylight","Light_rain","Y","No","Off_the_road","Light","Y","N","N","N","N"
"Sep",2006,6,"Pre_holiday",3,2,2,"6m_to_7m","Less_325m","Less_150m","Y","Y","Y","Y","N","Oil","Daylight","Light_rain","Y","No","Collision","Light","N","N","N","Y","N"
