"Month","Year","Week_day","Type_day","Casualties","Num_vehicles","Lanes","Road_width","Lane_width","Hard_shoulder","Paved_hard_shoulder","Security_barriers","Aditional_panels","Edge_landmarks","Reflectors","Surface","Luminosity","Atmosferic_factors","Limited_visibility","Danger_signs","Crash_type","Traffic","Conc_distraction","Conc_alcohol_durgs","Conc_speed","Conc_tyred_sleepy_ill","Conc_weather"
"Sep",2006,6,"Pre_holiday",1,1,4,"More_7m","325m_to_375m","None","N","N","Y","Y","Y","Wet","No_light","Light_rain","Y","Yes","Collision","Light","N","N","N","N","N"
"Sep",2006,7,"Holiday",1,1,1,"More_7m","Less_325m","150m_to_250m","Y","Y","Y","Y","Y","Dry","Artificial_enough","Clear","Y","Yes","Other","Light","N","Y","N","N","N"
"Sep",2006,1,"Post_holiday",2,2,1,"More_7m","325m_to_375m","Less_150m","Y","N","Y","Y","Y","Dry","Daylight","Clear","Y","Yes","Collision","Light","N","N","N","N","N"
"Sep",2006,2,"Work_day",3,3,3,"More_7m","325m_to_375m","None","Y","Y","Y","Y","Y","Dry","Daylight","Clear","N","Yes","Collision","Light","N","N","N","N","N"
"Sep",2006,2,"Work_day",2,2,2,"Less_6m","Less_325m","None","N","N","N","N","N","Dry","Daylight","Clear","Y","Not_needed","Collision","Light","N","N","N","N","N"
"Sep",2006,3,"Work_day",5,2,2,"More_7m","325m_to_375m","150m_to_250m","Y","Y","Y","Y","Y","Dry","Daylight","Clear","N","Yes","Collision","Light","N","N","Y","N","N"
"Sep",2006,3,"Work_day",6,6,2,"6m_to_7m","325m_to_375m","None","Y","N","N","N","N","Other","No_light","Clear","Y","Not_needed","Collision","Light","N","N","N","Y","N"
"Sep",2006,5,"Work_day",4,4,2,"More_7m","325m_to_375m","None","N","N","N","N","N","Dry","Artificial_enough","Clear","Y","Not_needed","Collision","Light","N","N","Y","N","N"
"Sep",2006,7,"Holiday",2,1,2,"More_7m","325m_to_375m","None","N","Y","N","Y","Y","Wet","Daylight","Light_rain","Y","Not_needed","Rollover","Light","N","N","N","N","N"
"Sep",2006,1,"Post_holiday",1,1,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Wet","Daylight","Light_rain","Y","Yes","Other","Light","N","N","Y","Y","Y"
"Sep",2006,1,"Post_holiday",1,1,2,"More_7m","More_375m","None","N","N","Y","Y","Y","Wet","Daylight","Light_rain","Y","Yes","Other","Light","N","N","N","N","Y"
"Sep",2006,2,"Work_day",2,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","Y","Y","Y","Wet","Dusk","Light_rain","Y","Yes","Other","Light","N","N","N","Y","Y"
"Sep",2006,3,"Work_day",1,1,2,"More_7m","More_375m","None","N","Y","N","Y","N","Dry","Dusk","Clear","Y","Not_needed","Collision","Light","N","N","N","N","N"
"Sep",2006,5,"Work_day",1,1,2,"More_7m","Less_325m","None","N","N","N","Y","Y","Dry","Artificial_not_enough","Clear","Y","Yes","Off_the_road","Light","Y","N","N","N","N"
"Sep",2006,5,"Work_day",2,1,2,"Less_6m","Less_325m","None","N","Y","Y","Y","Y","Dry","No_light","Clear","Y","Yes","Other","Light","N","N","N","N","N"
"Sep",2006,6,"Pre_holiday",2,2,2,"6m_to_7m","Less_325m","None","N","N","N","Y","Y","Wet","Daylight","Light_rain","N","Not_needed","Collision","Light","N","N","N","N","Y"
"Sep",2006,6,"Pre_holiday",1,1,2,"6m_to_7m","325m_to_375m","None","Y","N","Y","Y","Y","Wet","Daylight","Light_rain","Y","Yes","Other","Light","Y","Y","N","N","N"
"Oct",2006,7,"Holiday",2,1,2,"6m_to_7m","325m_to_375m","None","N","Y","N","N","Y","Dry","Daylight","Clear","N","Not_needed","Other","Light","N","N","N","N","N"
"Oct",2006,1,"Post_holiday",3,2,4,"6m_to_7m","325m_to_375m","150m_to_250m","Y","Y","N","N","N","Dry","Daylight","Clear","Y","No","Collision","Light","N","N","N","N","N"
"Oct",2006,1,"Post_holiday",1,1,3,"More_7m","Less_325m","Less_150m","Y","Y","N","Y","N","Wet","Daylight","Light_rain","Y","Not_needed","Off_the_road","Light","N","N","N","N","N"
"Oct",2006,2,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","None","Y","N","Y","Y","Y","Wet","Daylight","Light_rain","N","Not_needed","Collision","Light","N","N","N","N","N"
"Oct",2006,2,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","None","Y","N","Y","Y","Y","Oil","Daylight","Light_rain","Y","Not_needed","Other","Heavy","N","N","N","Y","Y"
"Oct",2006,3,"Work_day",2,1,2,"6m_to_7m","325m_to_375m","None","Y","N","N","Y","Y","Wet","No_light","Heavy_rain","N","No","Collision","Light","N","N","N","Y","Y"
"Oct",2006,3,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","None","N","Y","Y","Y","Y","Wet","Daylight","Heavy_rain","N","No","Off_the_road","Light","N","N","Y","Y","Y"
"Oct",2006,3,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","None","Y","N","Y","Y","N","Wet","Daylight","Light_rain","Y","Not_needed","Collision","Light","Y","N","N","Y","N"
"Oct",2006,3,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","150m_to_250m","Y","Y","N","Y","N","Dry","Daylight","Clear","Y","Not_needed","Collision","Light","N","N","N","N","Y"
"Oct",2006,5,"Work_day",1,1,2,"6m_to_7m","Less_325m","None","Y","Y","Y","Y","Y","Dry","Daylight","Clear","Y","No","Collision","Light","N","N","N","Y","N"
"Oct",2006,6,"Pre_holiday",1,1,2,"Less_6m","Less_325m","None","N","Y","N","N","N","Wet","Daylight","Light_rain","Y","Not_needed","Other","Light","N","N","N","Y","N"
"Oct",2006,6,"Pre_holiday",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","Y","N","Wet","Daylight","Clear","Y","Yes","Other","Light","N","N","N","Y","N"
"Oct",2006,6,"Pre_holiday",1,1,2,"6m_to_7m","325m_to_375m","150m_to_250m","Y","Y","N","Y","N","Wet","Daylight","Light_fog","N","No","Off_the_road","Light","N","N","N","Y","Y"
"Oct",2006,6,"Pre_holiday",1,1,2,"6m_to_7m","325m_to_375m","None","N","Y","N","N","Y","Wet","Daylight","Light_rain","Y","Not_needed","Other","Light","Y","N","N","N","N"
"Oct",2006,1,"Post_holiday",6,3,3,"More_7m","325m_to_375m","None","Y","Y","Y","Y","Y","Wet","Daylight","Clear","Y","Yes","Collision","Light","N","N","N","N","N"
"Oct",2006,1,"Post_holiday",2,2,2,"6m_to_7m","More_375m","Less_150m","Y","Y","N","Y","Y","Dry","Dusk","Clear","Y","No","Collision","Heavy","Y","N","N","N","N"
"Oct",2006,2,"Work_day",3,3,2,"6m_to_7m","325m_to_375m","None","N","Y","N","Y","Y","Dry","Daylight","Clear","Y","Not_needed","Collision","Light","N","N","N","N","N"
"Oct",2006,3,"Pre_holiday",3,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","N","Y","Wet","No_light","Light_rain","Y","Not_needed","Collision","Light","N","N","N","N","Y"
"Oct",2006,3,"Pre_holiday",1,1,3,"More_7m","325m_to_375m","Less_150m","Y","Y","N","Y","N","Dry","No_light","Clear","Y","Not_needed","Off_the_road","Light","N","N","N","N","N"
"Oct",2006,4,"Holiday",2,1,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Dry","Dusk","Clear","Y","Yes","Other","Light","N","N","N","Y","N"
"Oct",2006,4,"Holiday",2,2,2,"More_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Other","No_light","Clear","Y","Not_needed","Collision","Light","N","N","N","N","Y"
"Oct",2006,4,"Holiday",1,1,2,"6m_to_7m","325m_to_375m","None","N","N","N","Y","Y","Wet","Daylight","Light_rain","N","Yes","Other","Light","N","N","N","N","N"
"Oct",2006,4,"Holiday",2,1,3,"More_7m","More_375m","150m_to_250m","Y","Y","Y","N","Y","Wet","Daylight","Clear","Y","Not_needed","Collision","Light","N","N","Y","Y","N"
"Oct",2006,4,"Holiday",2,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","Y","Y","Y","Dry","Daylight","Clear","Y","Yes","Collision","Light","Y","N","N","N","N"
"Oct",2006,5,"Post_holiday",5,2,2,"Less_6m","325m_to_375m","Less_150m","Y","Y","N","N","Y","Dry","Daylight","Clear","Y","No","Collision","Jam","Y","N","N","N","N"
"Oct",2006,6,"Pre_holiday",6,3,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Dry","Daylight","Clear","Y","No","Collision","Heavy","Y","N","N","N","N"
"Oct",2006,1,"Post_holiday",3,3,1,"More_7m","325m_to_375m","150m_to_250m","Y","N","N","N","N","Dry","Daylight","Clear","N","Yes","Collision","Heavy","N","N","N","N","N"
"Oct",2006,1,"Post_holiday",2,2,2,"6m_to_7m","325m_to_375m","150m_to_250m","Y","Y","Y","Y","Y","Dry","Daylight","Clear","Y","Not_needed","Collision","Light","N","N","N","N","N"
"Oct",2006,1,"Post_holiday",2,2,2,"6m_to_7m","Less_325m","None","Y","N","Y","Y","Y","Dry","Daylight","Clear","N","Yes","Collision","Light","N","N","N","N","N"
"Oct",2006,4,"Work_day",4,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","N","N","N","Dry","Artificial_not_enough","Clear","Y","No","Collision","Light","N","N","N","N","N"
"Oct",2006,6,"Pre_holiday",1,1,2,"More_7m","325m_to_375m","None","Y","N","N","Y","Y","Dry","Daylight","Clear","Y","Not_needed","Other","Light","Y","N","Y","N","N"
"Oct",2006,6,"Pre_holiday",3,1,2,"More_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Dry","Daylight","Clear","Y","Yes","Off_the_road","Light","N","N","Y","N","N"
"Oct",2006,1,"Post_holiday",7,5,2,"More_7m","325m_to_375m","Less_150m","Y","Y","N","Y","Y","Dry","Daylight","Clear","Y","Not_needed","Collision","Heavy","Y","N","N","N","N"
"Oct",2006,1,"Post_holiday",5,3,2,"6m_to_7m","Less_325m","150m_to_250m","Y","Y","Y","N","Y","Dry","Daylight","Clear","Y","Yes","Collision","Light","N","N","N","N","N"
"Oct",2006,2,"Work_day",5,2,2,"More_7m","More_375m","None","N","N","N","N","N","Dry","Artificial_enough","Clear","Y","Yes","Collision","Light","Y","N","N","N","N"
"Oct",2006,2,"Work_day",4,2,3,"More_7m","325m_to_375m","Less_150m","Y","Y","N","Y","Y","Dry","Daylight","Clear","Y","Yes","Collision","Heavy","N","N","N","N","N"
"Oct",2006,2,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Dry","Daylight","Strong_wind","Y","No","Collision","Light","Y","N","N","N","N"
"Oct",2006,4,"Work_day",1,1,2,"6m_to_7m","Less_325m","Less_150m","Y","Y","Y","Y","Y","Dry","Daylight","Clear","N","Yes","Other","Light","N","N","N","N","N"
"Oct",2006,4,"Work_day",2,2,1,"6m_to_7m","Less_325m","Less_150m","Y","Y","Y","Y","N","Dry","Daylight","Clear","Y","No","Collision","Light","Y","N","N","N","N"
"Oct",2006,5,"Work_day",2,1,2,"6m_to_7m","Less_325m","None","N","Y","N","Y","N","Dry","No_light","Clear","Y","Yes","Off_the_road","Light","Y","N","Y","N","N"
"Oct",2006,6,"Pre_holiday",1,1,2,"More_7m","325m_to_375m","None","N","N","N","N","N","Dry","No_light","Clear","Y","No","Other","Light","N","Y","N","N","N"
"Oct",2006,6,"Pre_holiday",1,1,2,"More_7m","325m_to_375m","None","N","N","N","Y","Y","Dry","No_light","Clear","Y","No","Off_the_road","Light","N","Y","Y","N","N"
"Oct",2006,7,"Holiday",3,2,3,"More_7m","325m_to_375m","Less_150m","Y","N","Y","Y","Y","Dry","Daylight","Clear","Y","Yes","Collision","Light","Y","N","N","N","N"
"Oct",2006,2,"Pre_holiday",2,2,2,"More_7m","325m_to_375m","Less_150m","Y","Y","N","N","N","Dry","Artificial_enough","Clear","N","Not_needed","Collision","Light","N","N","N","N","N"
"Nov",2006,3,"Holiday",2,2,2,"6m_to_7m","325m_to_375m","None","N","Y","N","N","N","Wet","Daylight","Light_rain","Y","Not_needed","Collision","Light","N","N","Y","N","Y"
"Nov",2006,4,"Post_holiday",3,2,2,"More_7m","325m_to_375m","None","N","N","N","Y","Y","Dry","No_light","Clear","N","Yes","Collision","Light","Y","N","Y","N","N"
"Nov",2006,5,"Work_day",1,1,3,"More_7m","325m_to_375m","Less_150m","Y","N","Y","Y","Y","Dry","Artificial_enough","Clear","Y","Yes","Other","Light","N","N","Y","N","N"
"Nov",2006,5,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","None","N","Y","Y","Y","Y","Dry","No_light","Clear","N","Yes","Collision","Light","N","N","N","N","N"
"Nov",2006,6,"Pre_holiday",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","N","Y","Y","Dry","Artificial_enough","Clear","N","Yes","Other","Light","N","Y","N","N","N"
"Nov",2006,1,"Post_holiday",1,2,2,"More_7m","325m_to_375m","None","N","Y","N","Y","Y","Dry","Daylight","Clear","Y","Yes","Other","Light","N","N","N","N","N"
"Nov",2006,3,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Dry","Daylight","Clear","N","Yes","Other","Light","N","N","N","N","N"
"Nov",2006,3,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Dry","Daylight","Clear","N","Yes","Collision","Light","Y","N","N","N","N"
"Nov",2006,5,"Work_day",2,1,2,"6m_to_7m","Less_325m","Less_150m","Y","N","N","Y","Y","Wet","Daylight","Clear","Y","Yes","Off_the_road","Light","N","N","N","N","N"
"Nov",2006,5,"Work_day",1,1,2,"More_7m","Less_325m","None","Y","N","N","Y","Y","Dry","Dusk","Clear","Y","Yes","Other","Light","N","N","Y","N","N"
"Nov",2006,6,"Pre_holiday",3,3,3,"6m_to_7m","325m_to_375m","None","N","N","N","Y","Y","Wet","Daylight","Light_rain","N","Yes","Collision","Light","N","N","N","N","Y"
"Nov",2006,6,"Pre_holiday",1,1,2,"Less_6m","Less_325m","None","Y","Y","N","Y","N","Wet","Daylight","Light_rain","Y","Not_needed","Rollover","Light","Y","N","N","N","N"
"Nov",2006,6,"Pre_holiday",2,1,2,"6m_to_7m","325m_to_375m","None","N","N","Y","N","Y","Dry","No_light","Clear","N","Yes","Rollover","Light","N","N","N","N","N"
"Nov",2006,6,"Pre_holiday",1,1,2,"6m_to_7m","325m_to_375m","150m_to_250m","Y","Y","N","Y","N","Wet","Daylight","Light_rain","Y","Not_needed","Collision","Light","N","N","N","Y","Y"
"Nov",2006,7,"Holiday",1,1,2,"6m_to_7m","325m_to_375m","None","N","Y","N","Y","Y","Dry","Artificial_not_enough","Clear","Y","Yes","Other","Light","N","N","N","N","N"
"Nov",2006,7,"Holiday",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Wet","Artificial_not_enough","Light_rain","Y","No","Off_the_road","Light","N","N","N","N","N"
"Nov",2006,2,"Work_day",2,2,2,"Less_6m","Less_325m","None","N","N","N","Y","Y","Other","Daylight","Clear","Y","Not_needed","Collision","Light","Y","N","Y","N","N"
"Nov",2006,2,"Work_day",2,1,2,"More_7m","325m_to_375m","Less_150m","Y","Y","N","N","N","Dry","No_light","Clear","Y","Not_needed","Collision","Light","N","N","N","N","N"
"Nov",2006,5,"Work_day",2,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","N","Y","Y","Wet","No_light","Light_rain","Y","Yes","Other","Light","N","N","N","N","N"
"Nov",2006,5,"Work_day",5,5,2,"6m_to_7m","325m_to_375m","None","N","Y","N","Y","Y","Dry","Artificial_enough","Clear","Y","No","Collision","Heavy","Y","N","N","N","N"
"Nov",2006,5,"Work_day",2,2,2,"More_7m","325m_to_375m","None","Y","Y","Y","Y","Y","Dry","Daylight","Clear","Y","Yes","Collision","Light","Y","N","N","N","N"
"Nov",2006,6,"Pre_holiday",1,1,2,"6m_to_7m","Less_325m","None","N","N","Y","Y","Y","Dry","Daylight","Clear","Y","Yes","Other","Light","Y","N","Y","N","N"
"Nov",2006,6,"Pre_holiday",1,1,2,"6m_to_7m","325m_to_375m","None","N","Y","N","N","N","Wet","Daylight","Light_rain","Y","Yes","Off_the_road","Light","N","N","Y","N","N"
"Nov",2006,7,"Holiday",1,1,2,"6m_to_7m","325m_to_375m","None","Y","N","Y","Y","Y","Wet","Daylight","Light_rain","N","Yes","Other","Light","N","N","N","N","N"
"Nov",2006,7,"Holiday",1,1,2,"6m_to_7m","325m_to_375m","None","N","N","Y","Y","Y","Wet","Daylight","Heavy_rain","N","No","Collision","Light","N","N","N","N","Y"
"Nov",2006,7,"Holiday",2,1,2,"6m_to_7m","325m_to_375m","None","Y","N","N","Y","Y","Wet","Daylight","Heavy_rain","N","Yes","Other","Light","N","N","N","N","Y"
"Nov",2006,1,"Post_holiday",2,2,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Dry","No_light","Clear","N","Not_needed","Collision","Light","Y","N","N","N","N"
"Nov",2006,2,"Work_day",1,1,2,"6m_to_7m","Less_325m","150m_to_250m","Y","N","N","Y","N","Wet","No_light","Heavy_rain","N","No","Collision","Light","N","N","N","N","N"
"Nov",2006,2,"Work_day",1,1,1,"Less_6m","325m_to_375m","Less_150m","Y","Y","N","N","N","Wet","Daylight",NA,"Y","Not_needed","Other","Heavy","Y","N","N","N","Y"
"Nov",2006,2,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","150m_to_250m","Y","N","N","N","N","Wet","Artificial_not_enough","Heavy_rain","N","No","Other","Heavy","N","N","N","N","Y"
"Nov",2006,2,"Work_day",3,2,2,"6m_to_7m","325m_to_375m","Less_150m","N","N","N","N","N","Wet","Daylight","Light_rain","N","Not_needed","Collision","Heavy","N","N","N","Y","Y"
"Nov",2006,2,"Work_day",3,1,2,"6m_to_7m","325m_to_375m","None","N","Y","Y","Y","Y","Wet","Daylight","Heavy_rain","N","Yes","Off_the_road","Light","N","N","N","Y","Y"
"Nov",2006,3,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","None","Y","Y","Y","Y","Y","Wet","Artificial_not_enough","Heavy_rain","N","Yes","Collision","Light","N","N","N","N","N"
"Nov",2006,3,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","150m_to_250m","N","N","N","Y","Y","Wet","Daylight","Heavy_rain","N","Yes","Collision","Light","N","N","N","Y","Y"
"Nov",2006,3,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","Y","Y","Y","Wet","Daylight","Heavy_rain","N","No","Collision","Light","N","N","N","N","Y"
"Nov",2006,3,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","Y","Y","Y","Wet","Daylight","Heavy_rain","N","No","Other","Light","N","N","N","Y","Y"
"Nov",2006,3,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","Y","Y","Y","Wet","Daylight","Heavy_rain","N","Yes","Other","Light","N","N","N","N","Y"
"Nov",2006,3,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Wet","Daylight","Heavy_rain","N","Yes","Collision","Light","N","N","N","N","Y"
"Nov",2006,3,"Work_day",5,2,2,"More_7m","325m_to_375m","None","N","N","N","N","N","Wet","Dusk","Heavy_rain","N","No","Collision","Heavy","Y","N","Y","N","N"
"Nov",2006,4,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","N","N","N","Dry","Daylight","Strong_wind","Y","No","Collision","Light","Y","N","N","N","N"
"Nov",2006,4,"Work_day",1,1,2,"Less_6m","325m_to_375m","Less_150m","Y","N","N","N","N","Other","Dusk",NA,"N","No","Collision","Light","N","N","N","Y","N"
"Nov",2006,4,"Work_day",2,2,2,"More_7m","More_375m","None","N","Y","N","N","N","Wet","Daylight","Clear","Y","Not_needed","Collision","Heavy","N","N","N","N","N"
"Nov",2006,6,"Pre_holiday",2,2,3,"More_7m","Less_325m","None","N","Y","Y","Y","Y","Dry","Daylight","Clear","Y","Yes","Collision","Light","N","N","Y","N","N"
"Nov",2006,7,"Holiday",5,3,2,"6m_to_7m","325m_to_375m","None","Y","Y","N","Y","N","Dry","Daylight","Clear","Y","Yes","Collision","Light","N","N","N","N","N"
"Nov",2006,2,"Work_day",3,2,2,"6m_to_7m","325m_to_375m","Less_150m","N","N","Y","Y","Y","Dry","Daylight","Clear","Y","No","Collision","Light","N","N","N","N","N"
"Nov",2006,4,"Work_day",2,2,2,"6m_to_7m","Less_325m","150m_to_250m","Y","Y","N","N","Y","Dry","Daylight","Clear","Y","No","Collision","Light","Y","N","N","N","N"
"Dec",2006,6,"Pre_holiday",1,1,2,"6m_to_7m","325m_to_375m","None","Y","Y","Y","Y","Y","Dry","Artificial_not_enough","Clear","Y","Not_needed","Other","Light","N","N","N","N","N"
"Dec",2006,6,"Pre_holiday",2,1,2,"More_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Wet","Daylight","Light_rain","Y","Yes","Off_the_road","Light","N","N","Y","N","N"
"Dec",2006,6,"Pre_holiday",1,1,2,"6m_to_7m","Less_325m","Less_150m","Y","N","N","Y","N","Dry","Artificial_enough","Clear","Y","Not_needed","Other","Light","N","Y","Y","N","N"
"Dec",2006,6,"Pre_holiday",4,2,2,"6m_to_7m","Less_325m","None","N","N","Y","N","N","Wet","Artificial_not_enough","Light_rain","Y","No","Off_the_road","Light","N","N","Y","N","N"
"Dec",2006,6,"Pre_holiday",1,1,2,"More_7m","325m_to_375m","150m_to_250m","Y","Y","N","Y","Y","Wet","Daylight","Heavy_rain","N","Yes","Off_the_road","Light","N","N","N","N","Y"
"Dec",2006,7,"Holiday",3,2,2,"6m_to_7m","325m_to_375m","None","Y","Y","N","Y","N","Oil","Daylight","Light_rain","Y","No","Collision","Light","N","N","N","Y","N"
"Dec",2006,7,"Holiday",1,1,2,"More_7m","325m_to_375m","Less_150m","Y","N","N","N","N","Dry","Daylight","Clear","Y","Yes","Off_the_road","Light","N","N","N","N","N"
"Dec",2006,1,"Post_holiday",2,2,2,"6m_to_7m","Less_325m","Less_150m","Y","Y","N","Y","Y","Wet","Daylight","Light_rain","Y","Yes","Collision","Light","N","N","N","N","N"
"Dec",2006,1,"Post_holiday",3,2,2,"More_7m","Less_325m","None","Y","N","N","Y","Y","Wet","No_light","Clear","Y","Yes","Off_the_road","Light","Y","N","Y","N","N"
"Dec",2006,2,"Pre_holiday",2,2,5,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Wet","Artificial_not_enough","Clear","Y","Yes","Collision","Light","Y","N","N","N","N"
"Dec",2006,3,"Holiday",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","N","Y","N","Wet","No_light","Heavy_rain","N","Not_needed","Collision","Light","N","N","N","N","N"
"Dec",2006,3,"Holiday",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","N","Y","Y","Wet","No_light","Light_rain","Y","Yes","Off_the_road","Light","N","N","N","N","N"
"Dec",2006,4,"Pre_holiday",1,1,2,"6m_to_7m","More_375m","None","N","Y","Y","N","N","Wet","Daylight","Light_rain","Y","Yes","Collision","Light","N","N","N","N","N"
"Dec",2006,6,"Pre_holiday",2,1,2,"Less_6m","Less_325m","None","N","Y","Y","Y","Y","Wet","Daylight","Light_rain","Y","Not_needed","Other","Light","N","N","N","N","N"
"Dec",2006,6,"Pre_holiday",2,2,2,"More_7m","More_375m","Less_150m","Y","N","N","N","N","Wet","Daylight","Clear","Y","Yes","Collision","Light","Y","N","N","N","N"
"Dec",2006,6,"Pre_holiday",4,1,2,"More_7m","More_375m","Less_150m","Y","Y","Y","Y","N","Wet","No_light","Light_rain","Y","Not_needed","Other","Light","N","N","N","N","N"
"Dec",2006,6,"Pre_holiday",2,1,2,"More_7m","325m_to_375m","Less_150m","Y","Y","N","Y","Y","Wet","Dusk","Heavy_rain","N","Not_needed","Off_the_road","Light","N","N","Y","N","Y"
"Dec",2006,7,"Holiday",2,1,2,"More_7m","325m_to_375m","Less_150m","Y","Y","N","Y","Y","Wet","Daylight","Clear","N","Yes","Other","Light","Y","N","N","Y","N"
"Dec",2006,1,"Post_holiday",2,2,1,"Less_6m","Less_325m","Less_150m","Y","Y","N","N","N","Dry","Artificial_enough","Clear","Y","Yes","Collision","Heavy","Y","N","N","N","N"
"Dec",2006,1,"Post_holiday",4,2,5,"Less_6m","Less_325m","None","N","N","Y","N","N","Dry","No_light",NA,"Y","No","Collision","Light","N","N","N","N","N"
"Dec",2006,2,"Work_day",2,2,2,"More_7m","325m_to_375m","150m_to_250m","Y","N","N","N","N","Dry","No_light","Clear","Y","Yes","Collision","Light","Y","N","N","N","N"
"Dec",2006,2,"Work_day",1,1,2,"More_7m","325m_to_375m","None","N","N","N","N","N","Wet","Artificial_enough","Clear","Y","No","Other","Light","N","Y","N","N","N"
"Dec",2006,3,"Work_day",2,2,2,"More_7m","325m_to_375m","150m_to_250m","Y","Y","Y","Y","N","Dry","Daylight","Clear","Y","No","Collision","Heavy","N","N","N","N","N"
"Dec",2006,3,"Work_day",3,2,2,"Less_6m","Less_325m","None","N","N","N","N","N","Dry","Daylight","Clear","Y","Not_needed","Collision","Light","Y","N","N","N","N"
"Dec",2006,4,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","None","Y","N","Y","N","N","Dry","Dusk","Light_fog","N","No","Collision","Light","N","N","N","N","N"
"Dec",2006,5,"Work_day",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Dry","No_light","Clear","Y","No","Off_the_road","Light","N","N","N","N","N"
"Dec",2006,5,"Work_day",1,1,3,"More_7m","More_375m","None","N","N","Y","Y","Y","Dry","No_light","Clear","Y","Not_needed","Off_the_road","Jam","N","N","N","N","N"
"Dec",2006,5,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","None","Y","N","N","N","Y","Dry","Artificial_not_enough","Clear","Y","No","Collision","Heavy","Y","N","N","N","N"
"Dec",2006,5,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","None","N","N","N","N","N","Dry","Daylight",NA,"N","No","Collision","Light","N","N","N","N","N"
"Dec",2006,5,"Work_day",2,2,2,"6m_to_7m","325m_to_375m","150m_to_250m","N","N","N","N","N","Dry","Daylight","Clear","Y","Yes","Collision","Light","Y","N","N","N","N"
"Dec",2006,6,"Pre_holiday",2,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","N","N","Y","Y","Wet","No_light","Clear","Y","Yes","Off_the_road","Light","Y","N","Y","N","N"
"Dec",2006,7,"Holiday",3,2,2,"More_7m","325m_to_375m","None","N","Y","N","Y","Y","Wet","Artificial_not_enough","Light_rain","Y","No","Rollover","Light","N","N","Y","N","N"
"Dec",2006,7,"Holiday",1,1,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","Y","Y","Y","Dry","Artificial_enough","Clear","Y","Yes","Rollover","Light","N","Y","Y","N","N"
"Dec",2006,7,"Holiday",3,2,2,"6m_to_7m","325m_to_375m","None","Y","N","N","N","N","Wet","Daylight",NA,"N","Not_needed","Collision","Light","N","N","N","N","N"
"Dec",2006,1,"Post_holiday",2,2,2,"6m_to_7m","325m_to_375m","Less_150m","Y","Y","Y","N","Y","Wet","Dusk","Light_rain","Y","Yes","Collision","Light","Y","N","N","N","N"
"Dec",2006,1,"Post_holiday",2,2,2,"More_7m","325m_to_375m","Less_150m","Y","N","Y","Y","Y","Wet","No_light",NA,"Y","Yes","Collision","Light","N","N","N","N","N"
"Dec",2006,2,"Work_day",1,1,2,"More_7m","325m_to_375m","None","Y","N","N","N","N","Dry","No_light","Clear","Y","Yes","Collision","Light","N","N","N","N","N"
